Date,Time,Mode,Category,Subcategory,Type,Amount,Description
2023-09-09,02:58:36,Credit Card,Utilities,Electricity,Expense,1964.04,Relate suffer future daughter whom.
2023-02-25,00:25:32,Cash,Transport,Bus,Expense,1883.96,Product blood federal both positive by own.
2022-08-05,08:52:40,Online Payment,Entertainment,Subscription,Expense,1991.35,Manager hold sit like or.
2023-11-08,09:44:44,Debit Card,Health,Gym,Expense,684.08,Success coach item remain.
2024-01-25,23:57:57,Debit Card,Income,Investment,Income,810.25,Friend fact end social.
2023-07-03,22:34:40,Online Payment,Transport,Bus,Expense,367.14,Ground bank behind.
2022-08-04,21:47:20,Cash,Entertainment,Subscription,Expense,1460.12,Few enough fast first.
2023-01-16,06:42:01,Debit Card,Health,Pharmacy,Expense,258.67,Born break cost everything.
2023-11-19,15:55:09,Credit Card,Transport,Taxi,Expense,892.01,Prove challenge apply single.
2022-07-21,00:30:27,Online Payment,Entertainment,Movie,Expense,860.67,Suddenly group again deep.
2024-04-20,16:20:17,Online Payment,Entertainment,Event,Expense,1711.65,Itself by husband size again ball.
2024-06-27,11:19:31,Cash,Health,Pharmacy,Expense,1726.94,Quickly government third usually.
2023-12-28,19:58:46,Online Payment,Transport,Train,Expense,757.42,Capital open food sure responsibility.
2024-05-19,17:33:56,Credit Card,Transport,Bus,Expense,1303.75,American thought go fall into.
2023-09-08,14:44:26,Online Payment,Transport,Train,Expense,140.23,Look police newspaper exist.
2023-09-15,16:06:57,Debit Card,Income,Freelance,Income,1208.28,High hit point thousand wife leave rest.
2024-07-06,23:29:21,Online Payment,Transport,Bus,Expense,1196.85,North against personal general exist.
2024-05-04,15:37:58,Credit Card,Entertainment,Subscription,Expense,776.85,Politics develop resource security.
2022-11-11,01:27:52,Debit Card,Income,Investment,Income,2977.42,Organization hot want join term.
2023-02-16,23:28:26,Debit Card,Shopping,Electronics,Expense,1417.47,Explain body long and current leader admit.
2023-11-03,03:21:24,Online Payment,Income,Freelance,Income,2896.16,Push tree gun often by.
2023-02-07,00:12:35,Cash,Income,Salary,Income,4455.76,Hear college anyone shake several physical training great.
2023-08-05,05:59:55,Debit Card,Utilities,Electricity,Expense,1480.83,Different wind chair outside.
2024-07-01,21:29:48,Online Payment,Food,Restaurant,Expense,379.29,Find want quite scientist bit.
2023-12-03,03:05:19,Debit Card,Food,Groceries,Expense,460.97,Ok so part say power entire.
2022-08-22,14:27:09,Credit Card,Shopping,Clothes,Expense,760.27,Election bad care approach own military perhaps.
2024-06-08,05:22:51,Debit Card,Shopping,Electronics,Expense,1418.39,More until service there.
2023-11-28,18:29:54,Cash,Income,Investment,Income,4663.05,Thing teach player two inside.
2023-10-05,19:35:02,Cash,Transport,Bus,Expense,736.29,Wrong often class degree time brother.
2023-02-09,03:41:15,Credit Card,Health,Doctor,Expense,1415.07,Region meeting lawyer resource alone quickly.
2023-08-10,17:48:15,Credit Card,Utilities,Water,Expense,188.8,Vote story actually later good fire.
2024-07-05,02:41:58,Cash,Transport,Gas,Expense,449.04,Only although boy involve tonight third like.
2022-11-12,11:38:00,Debit Card,Income,Freelance,Income,3593.33,Even begin land what various relationship role.
2023-02-07,17:50:07,Online Payment,Transport,Bus,Expense,1907.56,Risk chance heavy network one.
2022-07-09,06:09:46,Cash,Transport,Taxi,Expense,591.9,Much wish force.
2023-03-05,04:07:03,Credit Card,Transport,Bus,Expense,1863.19,Sign rather community pick between feel interview.
2024-05-17,21:25:30,Credit Card,Shopping,Electronics,Expense,466.37,Course sea nothing economy admit.
2022-11-14,05:23:06,Cash,Entertainment,Movie,Expense,1917.75,Measure picture everybody dark.
2022-12-02,10:29:46,Online Payment,Utilities,Internet,Expense,1060.3,Reach agree simple such campaign computer president cause.
2022-08-09,00:48:09,Debit Card,Income,Freelance,Income,2352.86,Environmental possible huge history board.
2024-07-04,12:09:48,Cash,Food,Coffee,Expense,47.49,Respond seem identify old author fly.
2023-03-28,11:11:03,Credit Card,Food,Coffee,Expense,1256.09,Fish education head begin indicate.
2024-04-29,12:53:01,Cash,Transport,Gas,Expense,1336.12,Impact form ten rather contain relate eat interesting.
2022-11-16,10:30:39,Cash,Transport,Taxi,Expense,1546.59,Try himself everybody security cell capital truth.
2022-09-26,22:35:53,Credit Card,Transport,Bus,Expense,557.65,Minute seven suddenly real.
2022-12-18,13:53:01,Cash,Shopping,Electronics,Expense,1321.65,Deep natural important almost free wrong.
2023-01-27,15:57:55,Online Payment,Utilities,Internet,Expense,760.31,Must medical history pick edge.
2024-05-05,02:42:23,Credit Card,Health,Doctor,Expense,1747.87,Mind beat concern thousand truth.
2023-10-09,16:49:04,Online Payment,Health,Doctor,Expense,990.85,Trouble challenge able article so difficult.
2022-09-14,10:35:55,Debit Card,Food,Coffee,Expense,722.23,Animal phone shake billion finish effort.
2022-10-25,06:43:07,Cash,Income,Salary,Income,3653.38,Person at campaign hotel owner pick push.
2024-05-23,23:47:10,Debit Card,Health,Doctor,Expense,994.68,Unit present success light figure know attorney.
2022-11-21,02:52:18,Online Payment,Transport,Gas,Expense,1490.36,Sport need wind child deep determine.
2023-01-17,22:29:17,Cash,Transport,Taxi,Expense,1783.3,Rule church yes enjoy.
2024-06-04,07:21:40,Cash,Transport,Taxi,Expense,628.04,Move shake country nearly least share.
2023-11-09,00:18:59,Cash,Income,Salary,Income,4139.58,Fish hotel forget region do.
2024-02-23,16:43:14,Debit Card,Utilities,Water,Expense,794.97,But only member for.
2023-11-21,10:35:35,Online Payment,Health,Doctor,Expense,1362.52,Both student want spring stop significant sister whole.
2023-04-03,03:55:39,Debit Card,Entertainment,Subscription,Expense,623.37,Bag under whether then weight usually contain.
2022-09-07,02:59:30,Debit Card,Income,Investment,Income,2084.07,Ahead onto strong.
2022-11-10,12:34:53,Online Payment,Entertainment,Event,Expense,560.53,Offer step common value simple maintain.
2023-04-25,13:18:43,Online Payment,Transport,Train,Expense,1846.45,Else she chance maybe son above.
2023-03-01,16:15:11,Credit Card,Transport,Bus,Expense,319.71,Society reality watch hear those president finish.
2023-02-11,22:39:32,Credit Card,Income,Freelance,Income,3787.9,Tv issue history animal authority bag finally.
2023-01-08,08:56:07,Credit Card,Health,Pharmacy,Expense,1230.95,Section above visit reduce parent.
2022-11-05,19:57:24,Online Payment,Food,Groceries,Expense,1216.88,Property understand everybody several each.
2023-01-26,13:42:46,Credit Card,Entertainment,Event,Expense,1587.55,Surface author tend.
2024-03-18,18:23:49,Credit Card,Utilities,Electricity,Expense,71.02,Month turn especially outside control.
2023-03-22,04:48:13,Online Payment,Health,Doctor,Expense,154.63,Especially radio southern will information left.
2022-10-03,22:24:39,Debit Card,Entertainment,Event,Expense,1811.95,Affect try economy change democratic up.
2023-01-14,13:45:25,Cash,Income,Salary,Income,4621.7,Even country inside unit floor just I.
2023-07-23,21:37:41,Credit Card,Health,Doctor,Expense,1055.1,Stay occur whether project.
2022-11-27,22:37:15,Online Payment,Income,Salary,Income,4321.85,Small prepare see history difficult product.
2024-05-03,07:19:50,Cash,Transport,Train,Expense,1168.15,Society street listen person talk throughout administration.
2023-10-03,16:42:16,Online Payment,Shopping,Home Goods,Expense,408.34,Sort grow your writer performance wait believe.
2023-09-12,12:11:29,Cash,Food,Groceries,Expense,983.41,Environment final prepare recognize city story.
2024-03-30,13:40:54,Debit Card,Food,Groceries,Expense,349.52,All anyone between recognize personal.
2023-02-04,09:36:36,Online Payment,Entertainment,Movie,Expense,367.81,Relationship happen artist leg treatment run.
2023-01-05,05:29:30,Online Payment,Transport,Taxi,Expense,1645.78,For assume full company.
2023-03-13,13:48:50,Debit Card,Health,Pharmacy,Expense,1033.76,Customer say much sign box language sit.
2022-10-24,04:16:25,Debit Card,Transport,Taxi,Expense,1774.94,Message raise success compare voice.
2024-02-16,08:26:39,Online Payment,Food,Restaurant,Expense,1392.97,Threat pretty almost try say.
2022-10-22,10:04:50,Online Payment,Utilities,Water,Expense,1308.35,Campaign arrive race grow.
2023-08-11,06:56:12,Online Payment,Transport,Bus,Expense,799.53,Trial set develop half certainly type.
2023-04-20,06:49:23,Debit Card,Transport,Bus,Expense,450.7,Conference travel cultural modern best quite heavy.
2023-06-20,19:14:05,Online Payment,Transport,Train,Expense,1662.71,Stuff suffer respond story.
2024-01-06,14:30:38,Cash,Health,Doctor,Expense,1513.66,Like big party million past.
2023-10-25,08:11:57,Debit Card,Utilities,Electricity,Expense,630.87,Able edge forget three.
2022-09-17,01:13:59,Online Payment,Entertainment,Event,Expense,842.4,Green politics country indeed.
2023-10-31,22:51:07,Debit Card,Food,Restaurant,Expense,1249.74,Since return soon around.
2024-01-14,06:36:19,Cash,Shopping,Electronics,Expense,857.1,Result reflect rise religious run compare.
2023-02-18,19:53:56,Debit Card,Income,Freelance,Income,4466.65,Cost including science cold thought among.
2023-07-10,15:52:50,Online Payment,Transport,Train,Expense,757.94,Song growth high interview.
2024-06-12,17:02:32,Cash,Transport,Gas,Expense,1741.34,Class learn successful born.
2023-10-05,19:50:29,Online Payment,Shopping,Clothes,Expense,987.34,Option girl institution operation fact.
2024-06-02,14:51:36,Credit Card,Income,Freelance,Income,2269.8,Doctor six two hair itself model.
2023-12-13,22:17:52,Cash,Utilities,Water,Expense,933.83,Could beat democratic building lose center.
2024-07-08,05:09:48,Debit Card,Income,Salary,Income,1767.64,Window central Mrs just fine hour.
2023-06-23,12:51:07,Debit Card,Income,Salary,Income,2704.67,Away concern hour century summer.
2023-11-12,02:09:27,Credit Card,Income,Investment,Income,751.76,Prepare old open project though production seat.
2024-06-21,13:47:16,Credit Card,Utilities,Internet,Expense,1324.28,Management put bag.
2024-02-20,14:25:06,Online Payment,Shopping,Clothes,Expense,739.13,Positive bank somebody president.
2023-10-21,13:42:48,Debit Card,Entertainment,Event,Expense,980.49,View town gun.
2022-11-30,23:41:16,Online Payment,Income,Freelance,Income,3499.24,Note service rather million entire glass.
2022-11-05,09:46:21,Cash,Income,Freelance,Income,3517.43,Final sell feeling hot religious main work.
2022-12-26,15:23:49,Credit Card,Transport,Gas,Expense,1854.1,Evening car although himself career traditional.
2024-07-05,01:08:49,Debit Card,Shopping,Electronics,Expense,734.83,Program shake least rise lawyer where grow friend.
2022-10-27,07:31:53,Credit Card,Income,Salary,Income,532.72,Tonight event rate cold.
2024-02-24,13:13:52,Debit Card,Transport,Bus,Expense,1288.57,Speak take technology poor.
2022-11-20,07:57:59,Cash,Health,Pharmacy,Expense,1189.24,For describe world organization edge stand.
2022-12-23,17:54:50,Debit Card,Income,Salary,Income,2002.55,Rather although rest everyone consumer.
2023-09-19,16:46:16,Debit Card,Shopping,Electronics,Expense,1566.3,Quality girl practice song environment former.
2024-03-17,20:47:49,Online Payment,Health,Pharmacy,Expense,1542.47,However per leg fall necessary.
2022-12-08,11:40:48,Cash,Income,Investment,Income,3390.92,Training development learn young one.
2023-10-26,14:53:50,Credit Card,Transport,Gas,Expense,747.87,Enjoy these later.
2023-08-21,11:59:27,Cash,Health,Gym,Expense,691.77,Family machine seek go that TV.
2024-05-12,03:07:54,Credit Card,Transport,Train,Expense,670.41,Other key past west station environmental how drive.
2022-12-26,15:56:58,Online Payment,Transport,Train,Expense,1423.32,Pick write management sport TV nation.
2022-09-30,02:58:06,Credit Card,Entertainment,Movie,Expense,1630.52,Effort fact total forward money.
2023-09-04,04:41:10,Cash,Utilities,Internet,Expense,666.97,Themselves occur pull let consumer perform next.
2023-07-12,01:02:21,Online Payment,Transport,Train,Expense,1152.54,Feel between work end green.
2022-08-17,07:01:46,Cash,Health,Gym,Expense,398.55,We situation morning specific crime.
2022-11-28,15:03:06,Credit Card,Health,Pharmacy,Expense,295.06,Professional avoid feel class last history.
2023-07-05,23:58:31,Online Payment,Food,Restaurant,Expense,196.64,Address write south site dark while.
2023-02-06,16:51:36,Cash,Shopping,Electronics,Expense,1920.7,Reflect majority expect center level real final.
2022-08-20,15:01:13,Credit Card,Health,Doctor,Expense,1800.19,Include company letter value care recognize.
2023-12-05,02:32:08,Online Payment,Transport,Bus,Expense,272.3,A picture personal nature around similar room.
2023-04-14,05:19:52,Debit Card,Income,Freelance,Income,2859.21,Walk society message down.
2024-07-08,22:18:59,Online Payment,Transport,Bus,Expense,1590.81,Sister worker almost bank five before always such.
2024-04-22,16:22:23,Online Payment,Transport,Taxi,Expense,250.76,Land describe low western family might.
2024-05-16,19:57:25,Online Payment,Health,Doctor,Expense,1273.31,Sure risk number young machine tough brother.
2023-05-17,05:32:59,Online Payment,Utilities,Water,Expense,1288.9,Owner house crime best cell drop why.
2023-01-21,18:46:46,Credit Card,Entertainment,Event,Expense,1869.57,Page mind morning outside agree dinner tough.
2023-01-06,16:33:39,Credit Card,Transport,Taxi,Expense,655.91,Purpose star its either.
2022-11-06,15:59:34,Online Payment,Food,Coffee,Expense,407.63,Sport help specific fund thank card attorney I.
2022-07-16,18:09:19,Cash,Food,Groceries,Expense,981.19,Nothing kind of concern remember throughout.
2023-12-29,10:43:19,Debit Card,Food,Restaurant,Expense,196.24,Pressure smile general strategy against.
2022-07-23,19:26:34,Online Payment,Entertainment,Movie,Expense,443.23,Sense point voice to policy.
2022-12-13,11:58:32,Cash,Shopping,Home Goods,Expense,1421.19,Experience into chance.
2023-08-14,22:41:58,Online Payment,Entertainment,Subscription,Expense,1858.42,Ok total could report.
2022-11-11,02:07:16,Cash,Health,Doctor,Expense,287.39,Water food month scene.
2024-02-23,09:37:12,Debit Card,Utilities,Internet,Expense,97.6,Six college suggest information court rather despite.
2023-11-13,23:22:01,Online Payment,Transport,Bus,Expense,325.66,Newspaper partner house operation energy.
2023-09-08,23:41:02,Debit Card,Income,Freelance,Income,4396.48,Blood often learn and.
2022-12-20,15:22:58,Cash,Entertainment,Movie,Expense,495.99,For determine report inside commercial.
2022-12-14,08:18:08,Cash,Food,Restaurant,Expense,1080.49,Onto research general western himself.
2023-10-02,20:33:39,Debit Card,Utilities,Electricity,Expense,1810.72,Table gun bill walk majority.
2023-03-10,16:50:30,Online Payment,Shopping,Clothes,Expense,90.83,Soldier space work want.
2023-07-06,06:40:23,Debit Card,Food,Restaurant,Expense,199.71,Should special finish by treat name.
2023-06-13,22:02:42,Online Payment,Health,Doctor,Expense,1295.9,Interest local part church professor woman.
2024-01-05,11:09:44,Credit Card,Income,Investment,Income,2741.46,Throughout several success test picture something just.
2023-08-29,12:46:00,Debit Card,Shopping,Home Goods,Expense,1409.86,Maintain practice stock opportunity dream couple.
2023-10-29,19:26:17,Online Payment,Food,Coffee,Expense,1545.88,Rate employee hear month pick.
2022-07-14,00:50:49,Online Payment,Transport,Taxi,Expense,1259.65,Artist wear remain account detail.
2024-06-28,14:02:17,Debit Card,Utilities,Water,Expense,84.17,Total leg about major similar work arrive play.
2022-10-18,12:17:42,Debit Card,Food,Restaurant,Expense,492.8,Near student turn case official cultural themselves parent.
2022-09-12,06:30:15,Cash,Health,Gym,Expense,1717.63,Enjoy nor girl that.
2024-01-10,07:35:59,Cash,Utilities,Water,Expense,1449.5,Wrong successful or draw.
